StateName,BusRoute,RouteLink,Route_Name,BusName,BusType,BusDepartureTime,BusReachingTime,Bus_Duration,BusRating,TicketPrice,SeatAvailability,AvailableSeats,From_Place,To_Place
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35188,VENNELA (A.C. SLEEPER),00:40,06:25,05h 45m,4.5,INR 737,12 Seats available,12,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3563,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:00,07:15,06h 15m,4.0,INR 412,31 Seats available,31,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35266,VENNELA (A.C. SLEEPER),01:25,07:10,05h 45m,4.7,INR 737,15 Seats available,15,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3590,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:45,07:15,05h 30m,4.5,INR 412,33 Seats available,33,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3058,VENNELA (A.C. SLEEPER),02:10,07:55,05h 45m,4.6,INR 737,11 Seats available,11,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3548,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:00,09:20,06h 20m,4.0,INR 412,32 Seats available,32,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35197,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),03:10,08:35,05h 25m,4.2,INR 633,40 Seats available,40,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35190,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),04:10,09:30,05h 20m,4.3,INR 633,44 Seats available,44,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3558,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),04:20,09:20,05h 00m,4.2,INR 633,9 Seats available,9,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35267,INDRA(A.C. Seater),04:40,10:04,05h 24m,4.4,INR 498,26 Seats available,26,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,12:05,07h 20m,4.1,INR 412,10 Seats available,10,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3586,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),05:00,10:25,05h 25m,4.1,INR 633,9 Seats available,9,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35196,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:50,12:50,07h 00m,4.0,INR 412,17 Seats available,17,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35062,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:55,12:50,06h 55m,4.2,INR 412,23 Seats available,23,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35274,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),06:10,11:34,05h 24m,4.0,INR 633,18 Seats available,18,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 23701,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:15,12:30,06h 15m,4.1,INR 436,33 Seats available,33,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3592,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,14:20,07h 20m,4.1,INR 412,19 Seats available,19,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3574,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),07:00,12:54,05h 54m,4.2,INR 633,26 Seats available,26,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3822,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,14:35,07h 05m,4.4,INR 436,33 Seats available,33,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 9401,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,15:50,07h 50m,4.2,INR 412,23 Seats available,23,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3572,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),08:05,14:04,05h 59m,4.8,INR 633,39 Seats available,39,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3749,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:50,15:45,06h 55m,4.0,INR 412,25 Seats available,25,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4726,INDRA(A.C. Seater),09:00,14:15,05h 15m,5.0,INR 528,33 Seats available,33,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 9357,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,16:50,07h 35m,4.2,INR 412,23 Seats available,23,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 40569,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:40,17:00,07h 20m,4.0,INR 414,32 Seats available,32,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3634,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),10:10,16:00,05h 50m,4.2,INR 633,42 Seats available,42,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3598,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:35,17:35,07h 00m,4.6,INR 412,34 Seats available,34,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35086,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),11:15,17:00,05h 45m,4.2,INR 633,40 Seats available,40,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3580,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:00,18:00,06h 00m,4.2,INR 633,33 Seats available,33,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 24256,INDRA(A.C. Seater),12:30,18:00,05h 30m,4.5,INR 528,33 Seats available,33,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 9319,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,18:35,05h 35m,4.3,INR 412,33 Seats available,33,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3576,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:15,19:30,06h 15m,4.0,INR 633,28 Seats available,28,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35154,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,20:20,06h 40m,4.2,INR 412,5 Seats available,5,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 9363,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,19:35,05h 35m,4.8,INR 412,32 Seats available,32,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 24291,INDRA(A.C. Seater),14:00,19:00,05h 00m,4.0,INR 528,37 Seats available,37,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3578,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),14:15,20:00,05h 45m,4.0,INR 633,36 Seats available,36,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3722,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,20:05,05h 35m,4.0,INR 412,33 Seats available,33,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3859,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),15:15,21:25,06h 10m,4.0,INR 633,37 Seats available,37,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3546,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:15,22:30,06h 15m,4.3,INR 633,26 Seats available,26,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3500,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:20,00:45,08h 25m,4.0,INR 436,2 Seats available,2,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3376,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,23:15,06h 30m,4.2,INR 436,19 Seats available,19,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3358,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,01:10,08h 25m,4.0,INR 436,24 Seats available,24,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3366,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,01:45,08h 30m,4.6,INR 469,36 Seats available,36,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2561,INDRA(A.C. Seater),17:15,22:45,05h 30m,4.2,INR 528,36 Seats available,36,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2674,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,01:20,07h 50m,4.2,INR 436,30 Seats available,30,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:25,01:30,07h 05m,4.0,INR 670,29 Seats available,29,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2575,NIGHT RIDER (SEATER CUM SLEEPER),18:55,01:15,06h 20m,5.0,INR 595,25 Seats available,25,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2898,STAR LINER(NON-AC SLEEPER 2+1),19:25,02:00,06h 35m,4.2,INR 565,40 Seats available,40,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2563,INDRA(A.C. Seater),19:30,01:25,05h 55m,4.4,INR 528,8 Seats available,8,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2798,INDRA(A.C. Seater),19:55,02:30,06h 35m,4.0,INR 567,3 Seats available,3,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2688,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,02:45,06h 45m,4.2,INR 436,23 Seats available,23,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3622,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,03:35,07h 35m,4.2,INR 412,21 Seats available,21,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,03:20,07h 10m,4.7,INR 436,17 Seats available,17,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2549,NIGHT RIDER (SEATER CUM SLEEPER),20:15,02:15,06h 00m,4.7,INR 595,21 Seats available,21,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:25,02:30,06h 05m,4.6,INR 670,39 Seats available,39,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4894,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:25,03:00,06h 35m,4.5,INR 436,19 Seats available,19,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4896,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,03:30,07h 00m,4.6,INR 469,15 Seats available,15,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3971,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,03:45,07h 15m,4.5,INR 436,21 Seats available,21,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4898,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:35,03:00,06h 25m,4.5,INR 436,11 Seats available,11,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2786,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:40,03:45,07h 05m,4.6,INR 436,12 Seats available,12,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2678,NIGHT RIDER (SEATER CUM SLEEPER),20:40,03:00,06h 20m,4.6,INR 595,23 Seats available,23,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3962,INDRA(A.C. Seater),20:40,04:15,07h 35m,4.5,INR 567,31 Seats available,31,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 95703,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,03:30,06h 45m,5.0,INR 420,2 Seats available,2,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4823,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,03:45,06h 45m,4.5,INR 436,30 Seats available,30,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4351,STAR LINER(NON-AC SLEEPER 2+1),21:00,04:00,07h 00m,4.1,INR 565,31 Seats available,31,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3544,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,03:40,06h 40m,4.5,INR 414,20 Seats available,20,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 37801,INDRA(A.C. Seater),21:00,03:45,06h 45m,4.4,INR 528,27 Seats available,27,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 38202,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:15,07h 15m,4.5,INR 412,28 Seats available,28,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3612,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:10,07h 10m,4.4,INR 446,25 Seats available,25,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3977,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:15,07h 15m,4.5,INR 436,29 Seats available,29,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4353,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:15,07h 15m,4.5,INR 436,23 Seats available,23,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:05,04:00,06h 55m,4.4,INR 670,22 Seats available,22,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3969,INDRA(A.C. Seater),21:05,03:15,06h 10m,4.5,INR 528,29 Seats available,29,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 9655,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,04:20,07h 10m,4.4,INR 412,13 Seats available,13,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,04:40,07h 25m,4.4,INR 436,15 Seats available,15,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,04:30,07h 15m,4.6,INR 517,15 Seats available,15,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:25,05:30,08h 05m,4.3,INR 469,46 Seats available,46,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3691,INDRA(A.C. Seater),21:30,04:30,07h 00m,4.4,INR 528,41 Seats available,41,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4795,INDRA(A.C. Seater),21:30,04:00,06h 30m,4.4,INR 581,30 Seats available,30,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4043,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,04:25,06h 55m,4.3,INR 412,26 Seats available,26,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 4340,INDRA(A.C. Seater),21:30,05:00,07h 30m,4.2,INR 528,16 Seats available,16,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3911,INDRA(A.C. Seater),21:30,03:45,06h 15m,4.5,INR 500,7 Seats available,7,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 99148,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:35,04:45,07h 10m,4.3,INR 417,12 Seats available,12,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3883,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:35,04:05,06h 30m,4.3,INR 412,12 Seats available,12,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35064,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:38,04:05,06h 27m,4.3,INR 412,41 Seats available,41,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 35172,STAR LINER(NON-AC SLEEPER 2+1),21:40,05:10,07h 30m,4.2,INR 565,27 Seats available,27,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 9652,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,04:50,07h 05m,4.3,INR 412,26 Seats available,26,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 2676,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:45,04:00,06h 15m,4.2,INR 670,33 Seats available,33,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 91975,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:45,03:40,05h 55m,4.2,INR 417,37 Seats available,37,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 97684,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",21:45,04:30,06h 45m,4.2,INR 417,28 Seats available,28,Hyderabad,Vijayawada
apsrtc,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Hyderabad to Vijayawada Bus,APSRTC - 3695,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:55,05:20,07h 25m,4.1,INR 469,40 Seats available,40,Hyderabad,Vijayawada
